2637,3,5
2638,4,2
2639,1,4
732,3,4
733,5,2
734,3,3
735,3,2
736,1,4
737,5,2
207,4,4
208,5,2
209,1,3
3042,5,4
3043,4,2
3044,1,3
1131,1,1
1132,1,1
1133,1,3
1050,2,2
1051,2,3
1052,2,3
2097,4,2
2098,2,3
2099,3,3
384,3,4
385,3,3
386,3,3
2184,3,3
2185,5,4
2186,4,2
2703,3,4
2704,5,4
2705,3,2
1386,2,3
1387,3,5
1388,1,2
2388,1,4
2389,3,2
2390,3,4
2385,1,5
2386,4,2
2387,3,3
1695,1,3
1696,3,3
1697,3,1
849,3,2
850,2,3
851,1,2
480,1,3
481,1,4
482,3,3
